Name,Type,Category,Country,lat,lon,test
Pharmatech,node,pharmacy,DO,18.4636863,-69.9103277,18.4636863 / -69.9103277
Reyes,node,pharmacy,DO,18.4752664,-69.7373125,18.4752664 / -69.7373125
Farmacia,node,pharmacy,DO,18.4839605,-69.9771158,18.4839605 / -69.9771158
unknown name,node,pharmacy,DO,18.4034503,-70.10531,18.4034503 / -70.10531
Victoria Yeb S.A,node,pharmacy,DO,19.4492448,-70.6488481,19.4492448 / -70.6488481
Farmacia,node,pharmacy,DO,19.485418,-70.7342775,19.485418 / -70.7342775
Farmacia monterico,node,pharmacy,DO,19.4841297,-70.7379833,19.4841297 / -70.7379833
Farmacia Carol,node,pharmacy,DO,18.4458896,-69.9687577,18.4458896 / -69.9687577
Farmacia Alberto II,node,pharmacy,DO,19.7523682,-70.5198274,19.7523682 / -70.5198274
Farmacia Beaton,node,pharmacy,DO,19.7455917,-70.5294035,19.7455917 / -70.5294035
Farma Ariel,node,pharmacy,DO,19.7394857,-70.6016884,19.7394857 / -70.6016884
Gran Poder de Dios,node,pharmacy,DO,19.476645,-71.3409857,19.476645 / -71.3409857
Farmacia,node,pharmacy,DO,19.4768618,-71.3401185,19.4768618 / -71.3401185
Omayra 2,node,pharmacy,DO,18.4498592,-69.6383858,18.4498592 / -69.6383858
Santa tejeda,node,pharmacy,DO,18.4542032,-69.639437,18.4542032 / -69.639437
Marfiel,node,pharmacy,DO,18.5350842,-69.8954373,18.5350842 / -69.8954373
Farmacia Amor,node,pharmacy,DO,18.5024388,-69.8172644,18.5024388 / -69.8172644
Lc911,node,pharmacy,DO,18.5232189,-69.8176216,18.5232189 / -69.8176216
Luz bethania,node,pharmacy,DO,18.5047096,-69.8221268,18.5047096 / -69.8221268
Villa esperanza,node,pharmacy,DO,18.521073,-69.8187005,18.521073 / -69.8187005
La misericordia,node,pharmacy,DO,18.5314803,-69.8110029,18.5314803 / -69.8110029
Dona juana,node,pharmacy,DO,18.5357278,-69.8234059,18.5357278 / -69.8234059
Gosen,node,pharmacy,DO,18.5252653,-69.809157,18.5252653 / -69.809157
Saona,node,pharmacy,DO,18.5212821,-69.8176295,18.5212821 / -69.8176295
Invivienda,node,pharmacy,DO,18.5141411,-69.8205355,18.5141411 / -69.8205355
Farmacia,node,pharmacy,DO,19.2970384,-70.2606819,19.2970384 / -70.2606819
Salud y bie n,node,pharmacy,DO,18.4966283,-69.9058848,18.4966283 / -69.9058848
Iris,node,pharmacy,DO,18.5450954,-69.9310435,18.5450954 / -69.9310435
Carmen elena,node,pharmacy,DO,18.5306334,-69.9231499,18.5306334 / -69.9231499
Kenyi,node,pharmacy,DO,18.5374607,-69.9329167,18.5374607 / -69.9329167
Pendiente,node,pharmacy,DO,18.5385982,-69.9381494,18.5385982 / -69.9381494
Pinto,node,pharmacy,DO,18.5227226,-69.916393,18.5227226 / -69.916393
B rochit,node,pharmacy,DO,18.5410252,-69.8723613,18.5410252 / -69.8723613
FARMACIA JUMAR,node,pharmacy,DO,18.5337552,-69.9428501,18.5337552 / -69.9428501
Farmacia Carol,node,pharmacy,DO,18.4589138,-69.9105025,18.4589138 / -69.9105025
unknown name,node,pharmacy,DO,18.4739224,-69.8837421,18.4739224 / -69.8837421
unknown name,node,pharmacy,DO,19.3213166,-69.5406522,19.3213166 / -69.5406522
Estrella,node,pharmacy,DO,18.687491,-68.4449519,18.687491 / -68.4449519
Farnmacia Vista al Valle,node,pharmacy,DO,19.3118744,-70.2672331,19.3118744 / -70.2672331
Farmacia Norte,node,pharmacy,DO,19.2994057,-70.2596651,19.2994057 / -70.2596651
Farmacia alyali,node,pharmacy,DO,19.4536329,-70.7102338,19.4536329 / -70.7102338
Farmacia Yamila,node,pharmacy,DO,18.488514,-69.9646121,18.488514 / -69.9646121
